seqid,source,type,start,stop,score,strand,phase,name,length,overlap_id,overlap_ortho_id,overlap_name,overlap_strand,left_hand_id,left_hand_ortho,left_hand_name,left_hand_dist,left_hand_strand,right_hand_id,right_hand_ortho,right_hand_name,right_hand_dist,right_hand_strand,num_replicates,replicates
PfDd2_09,annotation,intersect_peaks,1115323,1115335,.,.,.,ipeak_2079,13,.,.,.,,PfDd2_090032500,PF3D7_0927500,.,731,-,PfDd2_090032600,PF3D7_0927600,.,-1767,+,2,R1-R4
PfDd2_02,annotation,intersect_peaks,48845,49138,.,.,.,ipeak_112,294,PfDd2_020006000,PF3D7_0203100,.,-,PfDd2_020005900,PF3D7_0203000,ROPE,7144,-,PfDd2_020006100,PF3D7_0203200,.,-3056,-,1,R2
PfDd2_02,annotation,intersect_peaks,67212,67572,.,.,.,ipeak_113,361,PfDd2_020006700,PF3D7_0203800,.,-,PfDd2_020006600,PF3D7_0203700,MAK16,3150,-,PfDd2_020006800,PF3D7_0203900,.,-2857,+,1,R2
PfDd2_02,annotation,intersect_peaks,46278,46885,.,.,.,ipeak_110,608,PfDd2_020006000,PF3D7_0203100,.,-,PfDd2_020005900,PF3D7_0203000,ROPE,4577,-,PfDd2_020006100,PF3D7_0203200,.,-5309,-,1,R2
PfDd2_02,annotation,intersect_peaks,48047,48538,.,.,.,ipeak_111,492,PfDd2_020006000,PF3D7_0203100,.,-,PfDd2_020005900,PF3D7_0203000,ROPE,6346,-,PfDd2_020006100,PF3D7_0203200,.,-3656,-,1,R2
PfDd2_02,annotation,intersect_peaks,78068,78468,.,.,.,ipeak_116,401,PfDd2_020007000,PF3D7_0204100,.,-,PfDd2_020006900,PF3D7_0204000,.,2680,+,PfDd2_020007100,PF3D7_0204200,.,-8221,+,1,R2
PfDd2_02,annotation,intersect_peaks,78804,79729,.,.,.,ipeak_117,926,PfDd2_020007000,PF3D7_0204100,.,-,PfDd2_020006900,PF3D7_0204000,.,3416,+,PfDd2_020007100,PF3D7_0204200,.,-6960,+,1,R2
PfDd2_02,annotation,intersect_peaks,72870,73184,.,.,.,ipeak_114,315,PfDd2_020006900,PF3D7_0204000,.,+,PfDd2_020006800,PF3D7_0203900,.,696,+,PfDd2_020007000,PF3D7_0204100,.,-2921,-,1,R2
PfDd2_02,annotation,intersect_peaks,77295,77737,.,.,.,ipeak_115,443,PfDd2_020007000,PF3D7_0204100,.,-,PfDd2_020006900,PF3D7_0204000,.,1907,+,PfDd2_020007100,PF3D7_0204200,.,-8952,+,1,R2
PfDd2_14,annotation,intersect_peaks,3004747,3005014,.,.,.,ipeak_4644,268,PfDd2_140078300,PF3D7_1474200,.,-,PfDd2_140078200,PF3D7_1474100,.,3281,+,PfDd2_140078400,PF3D7_1474300,.,-13552,+,1,R5
PfDd2_14,annotation,intersect_peaks,3004680,3004746,.,.,.,ipeak_4643,67,PfDd2_140078300,PF3D7_1474200,.,-,PfDd2_140078200,PF3D7_1474100,.,3214,+,PfDd2_140078400,PF3D7_1474300,.,-13820,+,2,R2-R5
PfDd2_11,annotation,intersect_peaks,1787865,1787880,.,.,.,ipeak_2946,16,PfDd2_110050000,PF3D7_1147200,.,+,PfDd2_110049900,PF3D7_1147100,.,3705,-,PfDd2_110050100,PF3D7_1147300,.,-8914,+,2,R2-R5
PfDd2_14,annotation,intersect_peaks,3004432,3004679,.,.,.,ipeak_4642,248,PfDd2_140078300,PF3D7_1474200,.,-,PfDd2_140078200,PF3D7_1474100,.,2966,+,PfDd2_140078400,PF3D7_1474300,.,-13887,+,1,R2
PfDd2_14,annotation,intersect_peaks,3152359,3152729,.,.,.,ipeak_4665,371,PfDd2_140081200,PF3D7_1477100,.,-,PfDd2_140081000,.,.,9538,-,PfDd2_140081300,PF3D7_1477200,.,-2131,+,1,R2
PfDd2_13,annotation,intersect_peaks,270572,270855,.,.,.,ipeak_3500,284,PfDd2_130011000,PF3D7_1305300,.,-,PfDd2_130010900,PF3D7_1305200,ApiAP2,1523,+,PfDd2_130011100,PF3D7_1305400,.,-10839,-,1,R5
PfDd2_13,annotation,intersect_peaks,445228,445660,.,.,.,ipeak_3540,433,PfDd2_130015100,PF3D7_1309400,.,+,PfDd2_130015000,PF3D7_1309300,PRPF3,2593,-,PfDd2_130015200,PF3D7_1309500,GAR1,-4023,-,1,R2
PfDd2_11,annotation,intersect_peaks,688848,690018,.,.,.,ipeak_2725,1171,PfDd2_110023600,PF3D7_1120600,.,-,PfDd2_110023500,PF3D7_1120500,.,4595,+,PfDd2_110023700,PF3D7_1120700,.,-3571,-,1,R2
PfDd2_11,annotation,intersect_peaks,136061,136519,.,.,.,ipeak_2620,459,PfDd2_110008300,PF3D7_1105100,H2B,+,PfDd2_110008200,PF3D7_1105000,H4,3511,-,PfDd2_110008400,.,.,-1667,+,1,R1
PfDd2_13,annotation,intersect_peaks,2261221,2261315,.,.,.,ipeak_3931,95,.,.,.,,PfDd2_130062600,PF3D7_1356700,.,1161,+,PfDd2_130062700,PF3D7_1356800,ARK3,-1826,+,1,R1
PfDd2_14,annotation,intersect_peaks,2496913,2497162,.,.,.,ipeak_4529,250,PfDd2_140066300,PF3D7_1461900,.,+,PfDd2_140066200,PF3D7_1461800,.,5049,+,PfDd2_140066400,PF3D7_1462000,TLP1,-572,-,1,R2
PfDd2_13,annotation,intersect_peaks,2281447,2281867,.,.,.,ipeak_3937,421,.,.,.,,PfDd2_130062900,PF3D7_1357000,.,693,-,PfDd2_130063000,PF3D7_1357100,.,-644,+,1,R1
PfDd2_14,annotation,intersect_peaks,1491681,1492501,.,.,.,ipeak_4360,821,.,.,.,,PfDd2_140041600,PF3D7_1437200,.,1662,-,PfDd2_140041700,PF3D7_1437300,.,-1380,-,1,R1
PfDd2_10,annotation,intersect_peaks,326594,326905,.,.,.,ipeak_2292,312,PfDd2_100013800,PF3D7_1008500,.,+,PfDd2_100013700,PF3D7_1008400,RPT2,3039,-,PfDd2_100013900,PF3D7_1008600,.,-5315,+,1,R5
PfDd2_10,annotation,intersect_peaks,327481,327760,.,.,.,ipeak_2293,280,PfDd2_100013800,PF3D7_1008500,.,+,PfDd2_100013700,PF3D7_1008400,RPT2,3926,-,PfDd2_100013900,PF3D7_1008600,.,-4460,+,1,R2
PfDd2_10,annotation,intersect_peaks,317381,317690,.,.,.,ipeak_2290,310,PfDd2_100013500,PF3D7_1008100,.,+,PfDd2_100013400,PF3D7_1008000,HDA2,14366,+,PfDd2_100013600,PF3D7_1008200,.,-932,-,1,R5
PfDd2_10,annotation,intersect_peaks,322651,322982,.,.,.,ipeak_2291,332,PfDd2_100013700,PF3D7_1008400,RPT2,-,PfDd2_100013600,PF3D7_1008200,.,2863,-,PfDd2_100013800,PF3D7_1008500,.,-3597,+,1,R2
PfDd2_10,annotation,intersect_peaks,335990,336454,.,.,.,ipeak_2296,465,PfDd2_100014000,PF3D7_1008700,.,-,PfDd2_100013900,PF3D7_1008600,.,2646,+,PfDd2_100014100,PF3D7_1008800,NOP5,-4151,-,1,R2
PfDd2_10,annotation,intersect_peaks,338047,338709,.,.,.,ipeak_2297,663,.,.,.,,PfDd2_100014000,PF3D7_1008700,.,692,-,PfDd2_100014100,PF3D7_1008800,NOP5,-1896,-,1,R1
PfDd2_10,annotation,intersect_peaks,330009,330322,.,.,.,ipeak_2294,314,PfDd2_100013800,PF3D7_1008500,.,+,PfDd2_100013700,PF3D7_1008400,RPT2,6454,-,PfDd2_100013900,PF3D7_1008600,.,-1898,+,1,R2
PfDd2_10,annotation,intersect_peaks,332723,333010,.,.,.,ipeak_2295,288,PfDd2_100013900,PF3D7_1008600,.,+,PfDd2_100013800,PF3D7_1008500,.,2245,+,PfDd2_100014000,PF3D7_1008700,.,-2498,-,1,R5
PfDd2_10,annotation,intersect_peaks,340809,341631,.,.,.,ipeak_2298,823,PfDd2_100014100,PF3D7_1008800,NOP5,-,PfDd2_100014000,PF3D7_1008700,.,3454,-,PfDd2_100014200,PF3D7_1008900,AK1,-2405,-,1,R2
PfDd2_10,annotation,intersect_peaks,346227,346493,.,.,.,ipeak_2299,267,PfDd2_100014300,PF3D7_1009000,DPH5,+,PfDd2_100014200,PF3D7_1008900,AK1,1129,-,PfDd2_100014400,PF3D7_1009100,.,-905,+,1,R2
PfDd2_14,annotation,intersect_peaks,2483350,2484077,.,.,.,ipeak_4523,728,PfDd2_140066200,PF3D7_1461800,.,+,PfDd2_140066100,PF3D7_1461700,.,1490,-,PfDd2_140066300,PF3D7_1461900,.,-9923,+,1,R2
PfDd2_09,annotation,intersect_peaks,1167522,1167780,.,.,.,ipeak_2102,259,.,.,.,,PfDd2_090034400,PF3D7_0929300,.,945,+,PfDd2_090034500,PF3D7_0929400,RhopH2,-534,+,3,R1-R2-R3
PfDd2_09,annotation,intersect_peaks,1167781,1167783,.,.,.,ipeak_2103,3,.,.,.,,PfDd2_090034400,PF3D7_0929300,.,1204,+,PfDd2_090034500,PF3D7_0929400,RhopH2,-531,+,2,R1-R2
PfDd2_09,annotation,intersect_peaks,1166698,1166834,.,.,.,ipeak_2100,137,.,.,.,,PfDd2_090034400,PF3D7_0929300,.,121,+,PfDd2_090034500,PF3D7_0929400,RhopH2,-1480,+,3,R1-R2-R3
PfDd2_09,annotation,intersect_peaks,1166835,1167521,.,.,.,ipeak_2101,687,.,.,.,,PfDd2_090034400,PF3D7_0929300,.,258,+,PfDd2_090034500,PF3D7_0929400,RhopH2,-793,+,4,R1-R2-R3-R4
PfDd2_09,annotation,intersect_peaks,1175877,1176327,.,.,.,ipeak_2106,451,PfDd2_090034700,PF3D7_0929600,.,-,PfDd2_090034600,PF3D7_0929500,.,778,-,PfDd2_090034800,PF3D7_0929700,.,-1919,-,1,R2
PfDd2_09,annotation,intersect_peaks,1178373,1178656,.,.,.,ipeak_2107,284,PfDd2_090034800,PF3D7_0929700,.,-,PfDd2_090034700,PF3D7_0929600,.,1555,-,PfDd2_090034900,PF3D7_0929800,.,-1071,-,1,R5
PfDd2_09,annotation,intersect_peaks,1167784,1168028,.,.,.,ipeak_2104,245,.,.,.,,PfDd2_090034400,PF3D7_0929300,.,1207,+,PfDd2_090034500,PF3D7_0929400,RhopH2,-286,+,1,R1
PfDd2_09,annotation,intersect_peaks,1168394,1168659,.,.,.,ipeak_2105,266,PfDd2_090034500,PF3D7_0929400,RhopH2,+,PfDd2_090034400,PF3D7_0929300,.,1817,+,PfDd2_090034600,PF3D7_0929500,.,-5409,-,1,R2
PfDd2_10,annotation,intersect_peaks,1080359,1080680,.,.,.,ipeak_2454,322,PfDd2_100031600,PF3D7_1026200,.,-,PfDd2_100031500,PF3D7_1026100,.,997,+,PfDd2_100031700,PF3D7_1026300,.,-1583,+,1,R2
PfDd2_10,annotation,intersect_peaks,1083383,1083871,.,.,.,ipeak_2455,489,PfDd2_100031700,PF3D7_1026300,.,+,PfDd2_100031600,PF3D7_1026200,.,1964,-,PfDd2_100031800,PF3D7_1026400,CDC20,-2097,-,1,R2
PfDd2_09,annotation,intersect_peaks,1192318,1193168,.,.,.,ipeak_2108,851,.,.,.,,PfDd2_090035300,PF3D7_0930200,LRR8,901,-,PfDd2_090035400,PF3D7_0930300,MSP1,-1584,+,1,R1
PfDd2_09,annotation,intersect_peaks,1193169,1193275,.,.,.,ipeak_2109,107,.,.,.,,PfDd2_090035300,PF3D7_0930200,LRR8,1752,-,PfDd2_090035400,PF3D7_0930300,MSP1,-1477,+,2,R1-R2
PfDd2_10,annotation,intersect_peaks,1060454,1061510,.,.,.,ipeak_2450,1057,PfDd2_100030900,PF3D7_1025500,.,-,PfDd2_100030800,PF3D7_1025400,.,17094,-,PfDd2_100031000,PF3D7_1025600,COX17,-2950,+,1,R2
PfDd2_10,annotation,intersect_peaks,1067233,1067528,.,.,.,ipeak_2451,296,.,.,.,,PfDd2_100031200,PF3D7_1025800,.,471,-,PfDd2_100031300,PF3D7_1025900,.,-147,-,1,R1
PfDd2_10,annotation,intersect_peaks,1074304,1074882,.,.,.,ipeak_2452,579,PfDd2_100031400,PF3D7_1026000,.,-,PfDd2_100031300,PF3D7_1025900,.,773,-,PfDd2_100031500,PF3D7_1026100,.,-3174,+,1,R1
PfDd2_10,annotation,intersect_peaks,1075130,1075599,.,.,.,ipeak_2453,470,PfDd2_100031400,PF3D7_1026000,.,-,PfDd2_100031300,PF3D7_1025900,.,1599,-,PfDd2_100031500,PF3D7_1026100,.,-2457,+,1,R1
PfDd2_13,annotation,intersect_peaks,1713533,1713565,.,.,.,ipeak_3811,33,.,.,.,,PfDd2_130048900,PF3D7_1343100,.,1554,-,PfDd2_130049000,PF3D7_1343200,.,-2358,+,2,R1-R3
PfDd2_06,annotation,intersect_peaks,718042,718193,.,.,.,ipeak_1165,152,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,1567,-,PfDd2_060022600,PF3D7_0617900,H3.3,-3865,+,3,R1-R3-R4
PfDd2_06,annotation,intersect_peaks,717207,718041,.,.,.,ipeak_1164,835,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,732,-,PfDd2_060022600,PF3D7_0617900,H3.3,-4017,+,4,R1-R2-R3-R4
PfDd2_06,annotation,intersect_peaks,718304,718468,.,.,.,ipeak_1167,165,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,1829,-,PfDd2_060022600,PF3D7_0617900,H3.3,-3590,+,1,R1
PfDd2_06,annotation,intersect_peaks,718194,718303,.,.,.,ipeak_1166,110,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,1719,-,PfDd2_060022600,PF3D7_0617900,H3.3,-3755,+,2,R1-R4
PfDd2_06,annotation,intersect_peaks,716491,716749,.,.,.,ipeak_1161,259,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,16,-,PfDd2_060022600,PF3D7_0617900,H3.3,-5309,+,1,R1
PfDd2_06,annotation,intersect_peaks,716414,716490,.,.,.,ipeak_1160,77,PfDd2_060022500,PF3D7_0617800,H2A,-,PfDd2_060022400,PF3D7_0617700,.,6326,-,PfDd2_060022600,PF3D7_0617900,H3.3,-5568,+,2,R1-R2
PfDd2_06,annotation,intersect_peaks,716791,717206,.,.,.,ipeak_1163,416,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,316,-,PfDd2_060022600,PF3D7_0617900,H3.3,-4852,+,3,R1-R2-R3
PfDd2_06,annotation,intersect_peaks,716750,716790,.,.,.,ipeak_1162,41,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,275,-,PfDd2_060022600,PF3D7_0617900,H3.3,-5268,+,2,R1-R2
PfDd2_10,annotation,intersect_peaks,1604127,1604521,.,.,.,ipeak_2586,395,PfDd2_100045500,.,.,+,PfDd2_100045400,PF3D7_0732200,.,2915,+,PfDd2_100045600,.,.,-2148,+,1,R2
PfDd2_10,annotation,intersect_peaks,1609781,1610388,.,.,.,ipeak_2587,608,PfDd2_100045700,.,.,-,PfDd2_100045600,.,.,2102,+,PfDd2_100045800,.,.,-2552,-,1,R2
PfDd2_10,annotation,intersect_peaks,1588778,1589029,.,.,.,ipeak_2584,252,.,.,.,,PfDd2_100044900,PF3D7_0631800,RIF,2648,+,PfDd2_100045100,PF3D7_0833000,RIF,-2264,+,1,R2
PfDd2_10,annotation,intersect_peaks,1600502,1601055,.,.,.,ipeak_2585,554,PfDd2_100045400,PF3D7_0732200,.,+,PfDd2_100045200,PF3D7_1254300,.,4735,+,PfDd2_100045500,.,.,-2480,+,1,R2
PfDd2_06,annotation,intersect_peaks,722128,722512,.,.,.,ipeak_1169,385,PfDd2_060022600,PF3D7_0617900,H3.3,+,PfDd2_060022500,PF3D7_0617800,H2A,5653,-,PfDd2_060022700,PF3D7_0618000,.,-3711,+,1,R2
PfDd2_06,annotation,intersect_peaks,720993,721592,.,.,.,ipeak_1168,600,.,.,.,,PfDd2_060022500,PF3D7_0617800,H2A,4518,-,PfDd2_060022600,PF3D7_0617900,H3.3,-466,+,1,R1
PfDd2_10,annotation,intersect_peaks,1536837,1537173,.,.,.,ipeak_2580,337,PfDd2_100043800,PF3D7_1038800,.,+,PfDd2_100043700,PF3D7_1038700,.,2863,-,PfDd2_100043900,PF3D7_1038900,.,-3947,+,1,R2
PfDd2_10,annotation,intersect_peaks,1548223,1548542,.,.,.,ipeak_2581,320,PfDd2_100044100,PF3D7_1039000,FIKK10.2,+,PfDd2_100044000,.,.,3371,-,PfDd2_100044200,.,.,-3822,+,1,R2
PfDd2_12,annotation,intersect_peaks,924936,925220,.,.,.,ipeak_3189,285,PfDd2_120027900,.,.,-,PfDd2_120027800,PF3D7_1223400,.,2325,+,PfDd2_120028000,PF3D7_1223600,.,-13254,-,1,R2
PfDd2_12,annotation,intersect_peaks,920041,920306,.,.,.,ipeak_3188,266,PfDd2_120027800,PF3D7_1223400,.,+,PfDd2_120027700,PF3D7_1223300,GyrA,5552,-,PfDd2_120027900,.,.,-2425,-,1,R2
PfDd2_09,annotation,intersect_peaks,936069,936429,.,.,.,ipeak_2043,361,PfDd2_090028100,PF3D7_0923100,.,-,PfDd2_090028000,PF3D7_0923000,RPB3,1278,-,PfDd2_090028200,PF3D7_0923200,CPR,-1862,+,1,R2
PfDd2_12,annotation,intersect_peaks,906004,906009,.,.,.,ipeak_3184,6,.,.,.,,PfDd2_120027500,PF3D7_1223100,PKAr,170,-,PfDd2_120027600,PF3D7_1223200,.,-2777,+,2,R1-R4
PfDd2_12,annotation,intersect_peaks,919104,919468,.,.,.,ipeak_3187,365,PfDd2_120027800,PF3D7_1223400,.,+,PfDd2_120027700,PF3D7_1223300,GyrA,4615,-,PfDd2_120027900,.,.,-3263,-,1,R2
PfDd2_12,annotation,intersect_peaks,913376,913952,.,.,.,ipeak_3186,577,PfDd2_120027700,PF3D7_1223300,GyrA,-,PfDd2_120027600,PF3D7_1223200,.,3226,+,PfDd2_120027800,PF3D7_1223400,.,-3035,+,1,R2
PfDd2_12,annotation,intersect_peaks,905624,905624,.,.,.,ipeak_3181,1,PfDd2_120027500,PF3D7_1223100,PKAr,-,PfDd2_120027400,PF3D7_1223000,.,3512,-,PfDd2_120027600,PF3D7_1223200,.,-3162,+,3,R1-R2-R3
PfDd2_12,annotation,intersect_peaks,905609,905623,.,.,.,ipeak_3180,15,PfDd2_120027500,PF3D7_1223100,PKAr,-,PfDd2_120027400,PF3D7_1223000,.,3497,-,PfDd2_120027600,PF3D7_1223200,.,-3163,+,2,R1-R2
PfDd2_12,annotation,intersect_peaks,906002,906003,.,.,.,ipeak_3183,2,.,.,.,,PfDd2_120027500,PF3D7_1223100,PKAr,168,-,PfDd2_120027600,PF3D7_1223200,.,-2783,+,3,R1-R2-R4
PfDd2_12,annotation,intersect_peaks,199605,200873,.,.,.,ipeak_3010,1269,PfDd2_120009900,PF3D7_1205100,SEPSECS,-,PfDd2_120009700,PF3D7_1204900,.,4721,+,PfDd2_120010000,PF3D7_1205200,HADO,-1844,-,1,R2
PfDd2_12,annotation,intersect_peaks,1826496,1826731,.,.,.,ipeak_3389,236,.,.,.,,PfDd2_120048800,PF3D7_1243500,SNF7,2073,-,PfDd2_120048900,PF3D7_1243600,.,-1059,+,1,R1
PfDd2_11,annotation,intersect_peaks,1773793,1774069,.,.,.,ipeak_2942,277,PfDd2_110049800,PF3D7_1147000,SLARP,-,PfDd2_110049700,PF3D7_1146900,.,3008,+,PfDd2_110049900,PF3D7_1147100,.,-9427,-,2,R2-R5
PfDd2_09,annotation,intersect_peaks,933740,934520,.,.,.,ipeak_2042,781,PfDd2_090028000,PF3D7_0923000,RPB3,-,PfDd2_090027900,PF3D7_0922900,FabG,1189,-,PfDd2_090028100,PF3D7_0923100,.,-1467,-,1,R2
PfDd2_13,annotation,intersect_peaks,2489198,2489845,.,.,.,ipeak_3969,648,PfDd2_130067600,PF3D7_1361800,.,+,PfDd2_130067500,PF3D7_1361700,.,2822,+,PfDd2_130067700,PF3D7_1361900,PCNA1,-7199,-,1,R2
PfDd2_13,annotation,intersect_peaks,1009128,1009633,.,.,.,ipeak_3654,506,.,.,.,,PfDd2_130029900,PF3D7_1324000,.,1476,-,PfDd2_130030000,PF3D7_1324100,.,-439,+,1,R1
PfDd2_07,annotation,intersect_peaks,949401,949734,.,.,.,ipeak_1497,334,PfDd2_070027200,PF3D7_0723700,.,+,PfDd2_070027100,PF3D7_0723600,.,2639,+,PfDd2_070027300,PF3D7_0723800,.,-2759,+,1,R2
PfDd2_06,annotation,intersect_peaks,152409,152589,.,.,.,ipeak_1019,181,.,.,.,,PfDd2_060008800,PF3D7_0604100,SIP2,226,-,PfDd2_060008900,PF3D7_0604200,.,-3379,+,1,R1
PfDd2_06,annotation,intersect_peaks,151525,152123,.,.,.,ipeak_1018,599,PfDd2_060008800,PF3D7_0604100,SIP2,-,PfDd2_060008700,PF3D7_0604000,.,6714,-,PfDd2_060008900,PF3D7_0604200,.,-3845,+,1,R2
PfDd2_07,annotation,intersect_peaks,948112,948391,.,.,.,ipeak_1496,280,PfDd2_070027200,PF3D7_0723700,.,+,PfDd2_070027100,PF3D7_0723600,.,1350,+,PfDd2_070027300,PF3D7_0723800,.,-4102,+,1,R2
PfDd2_06,annotation,intersect_peaks,122311,122607,.,.,.,ipeak_1011,297,PfDd2_060008300,PF3D7_0603600,.,-,PfDd2_060008200,PF3D7_0603500,CAX,6922,+,PfDd2_060008400,PF3D7_0603700,mFRS,-3322,+,1,R2
PfDd2_06,annotation,intersect_peaks,119096,119652,.,.,.,ipeak_1010,557,PfDd2_060008300,PF3D7_0603600,.,-,PfDd2_060008200,PF3D7_0603500,CAX,3707,+,PfDd2_060008400,PF3D7_0603700,mFRS,-6277,+,1,R5
PfDd2_06,annotation,intersect_peaks,129745,130234,.,.,.,ipeak_1013,490,PfDd2_060008500,PF3D7_0603800,CEP76,-,PfDd2_060008400,PF3D7_0603700,mFRS,2485,+,PfDd2_060008600,PF3D7_0603900,.,-5952,-,1,R2
PfDd2_06,annotation,intersect_peaks,123113,123418,.,.,.,ipeak_1012,306,PfDd2_060008300,PF3D7_0603600,.,-,PfDd2_060008200,PF3D7_0603500,CAX,7724,+,PfDd2_060008400,PF3D7_0603700,mFRS,-2511,+,1,R2
PfDd2_06,annotation,intersect_peaks,143866,144654,.,.,.,ipeak_1015,789,PfDd2_060008700,PF3D7_0604000,.,-,PfDd2_060008600,PF3D7_0603900,.,6553,-,PfDd2_060008800,PF3D7_0604100,SIP2,-1599,-,1,R2
PfDd2_06,annotation,intersect_peaks,139113,139644,.,.,.,ipeak_1014,532,PfDd2_060008700,PF3D7_0604000,.,-,PfDd2_060008600,PF3D7_0603900,.,1800,-,PfDd2_060008800,PF3D7_0604100,SIP2,-6609,-,1,R2
PfDd2_06,annotation,intersect_peaks,148897,149226,.,.,.,ipeak_1017,330,PfDd2_060008800,PF3D7_0604100,SIP2,-,PfDd2_060008700,PF3D7_0604000,.,4086,-,PfDd2_060008900,PF3D7_0604200,.,-6742,+,1,R5
PfDd2_06,annotation,intersect_peaks,146622,146890,.,.,.,ipeak_1016,269,PfDd2_060008800,PF3D7_0604100,SIP2,-,PfDd2_060008700,PF3D7_0604000,.,1811,-,PfDd2_060008900,PF3D7_0604200,.,-9078,+,1,R2
PfDd2_08,annotation,intersect_peaks,379317,379421,.,.,.,ipeak_1675,105,PfDd2_080012500,PF3D7_0807300,RAB18,+,PfDd2_080012400,PF3D7_0807200,.,2860,+,PfDd2_080012600,PF3D7_0807400,.,-1774,+,1,R1
PfDd2_09,annotation,intersect_peaks,922308,922812,.,.,.,ipeak_2041,505,PfDd2_090027800,PF3D7_0922800,.,-,PfDd2_090027700,PF3D7_0922700,PRP18,6922,-,PfDd2_090027900,PF3D7_0922900,FabG,-8251,-,1,R2
PfDd2_11,annotation,intersect_peaks,135964,136036,.,.,.,ipeak_2618,73,.,.,.,,PfDd2_110008200,PF3D7_1105000,H4,3414,-,PfDd2_110008300,PF3D7_1105100,H2B,-441,+,3,R1-R2-R3
PfDd2_08,annotation,intersect_peaks,373359,373749,.,.,.,ipeak_1674,391,.,.,.,,PfDd2_080012100,PF3D7_0806900,.,6691,-,PfDd2_080012400,PF3D7_0807200,.,-1283,+,1,R2
PfDd2_13,annotation,intersect_peaks,2146137,2147176,.,.,.,ipeak_3912,1040,PfDd2_130059200,.,.,-,PfDd2_130059100,PF3D7_1353200,MAHRP2,3897,+,PfDd2_130059300,PF3D7_1353400,.,-3734,+,1,R2
PfDd2_11,annotation,intersect_peaks,136037,136060,.,.,.,ipeak_2619,24,.,.,.,,PfDd2_110008200,PF3D7_1105000,H4,3487,-,PfDd2_110008300,PF3D7_1105100,H2B,-417,+,2,R1-R2
PfDd2_08,annotation,intersect_peaks,379873,380040,.,.,.,ipeak_1677,168,.,.,.,,PfDd2_080012500,PF3D7_0807300,RAB18,143,+,PfDd2_080012600,PF3D7_0807400,.,-1155,+,1,R1
PfDd2_11,annotation,intersect_peaks,135603,135732,.,.,.,ipeak_2616,130,.,.,.,,PfDd2_110008200,PF3D7_1105000,H4,3053,-,PfDd2_110008300,PF3D7_1105100,H2B,-745,+,3,R1-R2-R4
PfDd2_11,annotation,intersect_peaks,1502772,1503033,.,.,.,ipeak_2886,262,PfDd2_110042700,PF3D7_1139800,.,-,PfDd2_110042600,PF3D7_1139700,.,4056,-,PfDd2_110042800,PF3D7_1139900,.,-5163,+,1,R2
PfDd2_08,annotation,intersect_peaks,379422,379872,.,.,.,ipeak_1676,451,PfDd2_080012500,PF3D7_0807300,RAB18,+,PfDd2_080012400,PF3D7_0807200,.,2965,+,PfDd2_080012600,PF3D7_0807400,.,-1323,+,2,R1-R2
PfDd2_01,annotation,intersect_peaks,184421,184500,.,.,.,ipeak_38,80,PfDd2_010009000,PF3D7_0105400,.,-,PfDd2_010008900,PF3D7_0105300,CAP,1305,-,PfDd2_010009100,PF3D7_0105500,.,-1152,-,3,R1-R2-R3
PfDd2_01,annotation,intersect_peaks,184501,184520,.,.,.,ipeak_39,20,PfDd2_010009000,PF3D7_0105400,.,-,PfDd2_010008900,PF3D7_0105300,CAP,1385,-,PfDd2_010009100,PF3D7_0105500,.,-1132,-,2,R1-R2
PfDd2_01,annotation,intersect_peaks,184012,184016,.,.,.,ipeak_36,5,.,.,.,,PfDd2_010008900,PF3D7_0105300,CAP,896,-,PfDd2_010009000,PF3D7_0105400,.,-3,-,3,R1-R2-R3
PfDd2_01,annotation,intersect_peaks,184017,184420,.,.,.,ipeak_37,404,PfDd2_010009000,PF3D7_0105400,.,-,PfDd2_010008900,PF3D7_0105300,CAP,901,-,PfDd2_010009100,PF3D7_0105500,.,-1232,-,4,R1-R2-R3-R4
PfDd2_01,annotation,intersect_peaks,182979,183999,.,.,.,ipeak_34,1021,PfDd2_010008900,PF3D7_0105300,CAP,-,PfDd2_010008800,PF3D7_0105200,.,1684,-,PfDd2_010009000,PF3D7_0105400,.,-20,-,1,R1
PfDd2_01,annotation,intersect_peaks,184000,184011,.,.,.,ipeak_35,12,.,.,.,,PfDd2_010008900,PF3D7_0105300,CAP,884,-,PfDd2_010009000,PF3D7_0105400,.,-8,-,2,R1-R3
PfDd2_01,annotation,intersect_peaks,173361,173667,.,.,.,ipeak_32,307,PfDd2_010008600,PF3D7_0104800,NPT1,+,PfDd2_010008500,PF3D7_0104700,.,2964,+,PfDd2_010008700,PF3D7_0105100,.,-4879,+,1,R2
PfDd2_01,annotation,intersect_peaks,174291,174739,.,.,.,ipeak_33,449,PfDd2_010008600,PF3D7_0104800,NPT1,+,PfDd2_010008500,PF3D7_0104700,.,3894,+,PfDd2_010008700,PF3D7_0105100,.,-3807,+,1,R2
